conv1_numfilters_1,3
conv1_numfilters,1
conv1_activation_4,2
conv1_activation_2,0
conv1_size,2
conv1_activation,2
learn_rate,0.007563282
conv1_size_1,1
maxpool1_size_1,2
batch_size,0
maxpool1_size,0
conv1_numfilters_3,0
conv1_size_3,1
num_neurons,2
conv1_activation_1,0
conv1_numfilters_2,1
dropout,0.020762138
conv1_size_2,1
conv1_activation_3,0
